@@,name,position
->,Marin Piletić,"NULL->Ministar rada, mirovinskoga sustava, obitelji i socijalne politike"
->,Anja Šimpraga,Potpredsjednik Vlade Republike Hrvatske->Potpredsjednica Vlade
