person,personLabel,personDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision,image
Q96250350,Tomislav Tomašević,"Croatian political scientist, environmentalist, politician and activist",Q6581097,male,1982-01-13,11,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mozemo%21%2020202%20sedmorka%20u%20Saboru%20RH.jpg
